countrycode,country,year,rgdpo,pop,csh_i,ave_income,key
AUS,Australia,1970,245432.5156,12.90476,161.9777922,38.28653053,AUS-1970
AUS,Australia,1971,254986.8594,13.150591,155.0198659,39.03339939,AUS-1971
AUS,Australia,1972,263023.8438,13.364238,149.5945287,39.62002682,AUS-1972
AUS,Australia,1973,274795.4375,13.55219,156.8843977,40.81914298,AUS-1973
AUS,Australia,1974,266772.375,13.7254,135.840334,39.127283,AUS-1974
AUS,Australia,1975,272025.9688,13.892674,133.6000181,39.41743563,AUS-1975
AUS,Australia,1976,284435.7188,14.054956,136.6384211,40.73976215,AUS-1976
AUS,Australia,1977,289628.6563,14.211657,130.037925,41.02614007,AUS-1977
AUS,Australia,1978,303346.6563,14.368543,144.9885184,42.50013665,AUS-1978
AUS,Australia,1979,313245.5625,14.532401,140.2783527,43.39217312,AUS-1979
AUS,Australia,1980,323755.7188,14.708323,149.6651594,44.31167187,AUS-1980
AUS,Australia,1981,338412,14.898019,156.9996536,45.72788101,AUS-1981
AUS,Australia,1982,330351.4063,15.101227,137.6615871,44.03801857,AUS-1982
AUS,Australia,1983,350116.9063,15.318254,144.0764484,46.01163458,AUS-1983
AUS,Australia,1984,363798.4688,15.548591,150.3054523,47.10138454,AUS-1984
AUS,Australia,1985,373923.875,15.791043,150.6497102,47.66902024,AUS-1985
AUS,Australia,1986,385013,16.047026,142.6238293,48.29972785,AUS-1986
AUS,Australia,1987,417436.25,16.314778,146.9129054,51.5077807,AUS-1987
AUS,Australia,1988,442874,16.585905,156.01198,53.75326609,AUS-1988
AUS,Australia,1989,458443.0313,16.849253,151.8802242,54.7732575,AUS-1989
AUS,Australia,1990,459148.7188,17.096869,124.7847095,54.06306195,AUS-1990
AUS,Australia,1991,459646.7188,17.325818,121.9868609,53.40651784,AUS-1991
AUS,Australia,1992,478489.2813,17.538387,126.1758743,54.92200848,AUS-1992
AUS,Australia,1993,496492.75,17.738428,132.894408,56.34581018,AUS-1993
AUS,Australia,1994,520231.0625,17.932214,139.4005766,58.40179737,AUS-1994
AUS,Australia,1995,549039.4375,18.12477,131.9565991,60.9810479,AUS-1995
AUS,Australia,1996,576827.4375,18.31834,131.5342663,63.39042167,AUS-1996
AUS,Australia,1997,603486.9375,18.512971,133.7713551,65.62292733,AUS-1997
AUS,Australia,1998,622528.6875,18.709175,135.2841994,66.98361445,AUS-1998
AUS,Australia,1999,651364.3125,18.906936,135.9534136,69.35322364,AUS-1999
AUS,Australia,2000,672515.4375,19.107251,121.644905,70.85457469,AUS-2000
AUS,Australia,2001,694783.6875,19.308681,127.7265944,72.43706611,AUS-2001
AUS,Australia,2002,713336.5625,19.514385,138.1849375,73.58740055,AUS-2002
AUS,Australia,2003,742670.1875,19.735255,146.3146918,75.75601033,AUS-2003
AUS,Australia,2004,767682.375,19.985475,149.8005149,77.32696081,AUS-2004
AUS,Australia,2005,823623.6875,20.274282,148.5296826,81.78001612,AUS-2005
AUS,Australia,2006,847763.9375,20.606228,148.2180168,82.82096451,AUS-2006
AUS,Australia,2007,879535.25,20.975949,151.4224576,84.41030657,AUS-2007
AUS,Australia,2008,932737.5,21.370348,138.0043352,87.86414544,AUS-2008
AUS,Australia,2009,919825.75,21.77069,136.0369953,85.0544843,AUS-2009
AUS,Australia,2010,996977.75,22.162863,128.0484726,90.55729689,AUS-2010
AUS,Australia,2011,1039931.5,22.542371,131.7852769,92.86861881,AUS-2011
AUS,Australia,2012,1026887.875,22.911375,134.5537677,90.226834,AUS-2012
AUS,Australia,2013,1034652.563,23.270465,127.7919707,89.50624185,AUS-2013
AUS,Australia,2014,1045083.125,23.622353,123.1731197,89.06181192,AUS-2014
AUT,Austria,1970,98571.89844,7.509746,116.9171556,26.42358373,AUT-1970
AUT,Austria,1971,103879.5156,7.543451,115.6444585,27.72194442,AUT-1971
AUT,Austria,1972,110109.2891,7.57366,120.175191,29.26725559,AUT-1972
AUT,Austria,1973,115664.4688,7.598925,127.6585392,30.6416153,AUT-1973
AUT,Austria,1974,119681.0703,7.617432,131.3221675,31.62865504,AUT-1974
AUT,Austria,1975,120347.0469,7.628138,116.9981691,31.76001822,AUT-1975
AUT,Austria,1976,123487.5391,7.630536,127.0683623,32.57856393,AUT-1976
AUT,Austria,1977,128682.3906,7.625724,133.447834,33.97049569,AUT-1977
AUT,Austria,1978,128127.7422,7.616309,121.3675406,33.86588772,AUT-1978
AUT,Austria,1979,133411.2188,7.605888,134.7592949,35.31069552,AUT-1979
AUT,Austria,1980,135028.9531,7.597269,133.2321976,35.7794156,AUT-1980
AUT,Austria,1981,134646.4063,7.591618,132.0536203,35.70460773,AUT-1981
AUT,Austria,1982,135227.9844,7.588957,128.5734803,35.87140018,AUT-1982
AUT,Austria,1983,138082.7969,7.589573,126.0469718,36.62571224,AUT-1983
AUT,Austria,1984,137344.2656,7.593397,138.7666035,36.41147493,AUT-1984
AUT,Austria,1985,140281.9688,7.600514,150.9430669,37.15546795,AUT-1985
AUT,Austria,1986,147261.3906,7.610435,147.6995513,38.95321092,AUT-1986
AUT,Austria,1987,153703.625,7.6237,150.674946,40.58655206,AUT-1987
AUT,Austria,1988,163953.5156,7.642479,159.1383896,43.18673042,AUT-1988
AUT,Austria,1989,173181.6875,7.669601,161.9956271,45.45619112,AUT-1989
AUT,Austria,1990,183681.8125,7.706571,160.9422961,47.98094735,AUT-1990
AUT,Austria,1991,192484.1719,7.755143,166.7581293,49.96536438,AUT-1991
AUT,Austria,1992,201056.3594,7.813393,166.9043195,51.80145895,AUT-1992
AUT,Austria,1993,206013.7969,7.874675,166.739702,52.6656579,AUT-1993
AUT,Austria,1994,216761.3438,7.929911,168.7589786,55.02719406,AUT-1994
AUT,Austria,1995,227580.2969,7.972833,175.0537144,57.46267488,AUT-1995
AUT,Austria,1996,232270.0469,8.000453,168.012118,58.44434229,AUT-1996
AUT,Austria,1997,243827.4688,8.015256,156.9330784,61.23913936,AUT-1997
AUT,Austria,1998,252683.9219,8.023166,147.3538875,63.40093714,AUT-1998
AUT,Austria,1999,261446.7031,8.032953,144.0169628,65.51968336,AUT-1999
AUT,Austria,2000,277545.375,8.050884,137.025024,69.39916925,AUT-2000
AUT,Austria,2001,272169.7813,8.078877,129.92002,67.81921436,AUT-2001
AUT,Austria,2002,279180.9688,8.114698,120.5260124,69.25917191,AUT-2002
AUT,Austria,2003,282048.125,8.155466,128.8307521,69.62068335,AUT-2003
AUT,Austria,2004,291750,8.196624,129.8952133,71.65387761,AUT-2004
AUT,Austria,2005,307212.2813,8.234858,133.0353879,75.10110117,AUT-2005
AUT,Austria,2006,313844.7188,8.269372,131.6395462,76.40224886,AUT-2006
AUT,Austria,2007,326439.0625,8.30129,138.4222279,79.16266063,AUT-2007
AUT,Austria,2008,340311.5625,8.331465,140.4057156,82.22789584,AUT-2008
AUT,Austria,2009,326315.9063,8.361362,134.2131219,78.56426718,AUT-2009
AUT,Austria,2010,335253.4063,8.391986,132.6264649,80.42152324,AUT-2010
AUT,Austria,2011,349129.8438,8.423559,146.5394749,83.43633099,AUT-2011
AUT,Austria,2012,366913.625,8.455477,148.9832014,87.35536303,AUT-2012
AUT,Austria,2013,371458.7813,8.486962,141.4778142,88.10939479,AUT-2013
AUT,Austria,2014,389266.2813,8.516916,132.4080757,92.00856738,AUT-2014
BEL,Belgium,1970,132337.3125,9.66432,153.7544803,27.56607005,BEL-1970
BEL,Belgium,1971,137538.5313,9.6929,146.5897543,28.56501763,BEL-1971
BEL,Belgium,1972,145957.9844,9.715673,138.1837828,30.24257834,BEL-1972
BEL,Belgium,1973,156380.75,9.734412,147.0585477,32.33980631,BEL-1973
BEL,Belgium,1974,163668.375,9.751592,165.2822138,33.78726938,BEL-1974
BEL,Belgium,1975,161893.125,9.769006,149.0483408,33.36121631,BEL-1975
BEL,Belgium,1976,172675.625,9.787576,149.9351601,35.51564739,BEL-1976
BEL,Belgium,1977,175397.3125,9.806885,148.0224655,36.00440998,BEL-1977
BEL,Belgium,1978,182262.0781,9.825779,147.7861818,37.34162146,BEL-1978
BEL,Belgium,1979,188182.6406,9.842453,142.461847,38.48930374,BEL-1979
BEL,Belgium,1980,201121.5625,9.855747,157.0228174,41.0802364,BEL-1980
BEL,Belgium,1981,191883.125,9.865512,135.160655,39.15443846,BEL-1981
BEL,Belgium,1982,185875.4844,9.872709,128.9922462,37.90090876,BEL-1982
BEL,Belgium,1983,180343.6719,9.878636,115.0181967,36.75088239,BEL-1983
BEL,Belgium,1984,180031.3281,9.885088,126.896774,36.66328642,BEL-1984
BEL,Belgium,1985,171080.8438,9.893499,124.7175275,34.81090513,BEL-1985
BEL,Belgium,1986,183804.8906,9.903895,125.4256093,37.36068941,BEL-1986
BEL,Belgium,1987,195093.1719,9.916261,131.8961813,39.60572493,BEL-1987
BEL,Belgium,1988,211314.4063,9.931873,145.2577642,42.83135311,BEL-1988
BEL,Belgium,1989,218196.2344,9.952253,153.5768826,44.13566654,BEL-1989
BEL,Belgium,1990,228674.5625,9.978241,155.8157627,46.1347014,BEL-1990
BEL,Belgium,1991,232644.6719,10.011217,149.7768927,46.78106254,BEL-1991
BEL,Belgium,1992,241603.5781,10.050405,147.6258568,48.3931225,BEL-1992
BEL,Belgium,1993,244074.7031,10.091889,147.057023,48.68712734,BEL-1993
BEL,Belgium,1994,251010.5781,10.130251,143.5870518,49.88105887,BEL-1994
BEL,Belgium,1995,264544.75,10.161914,142.9106293,52.40678022,BEL-1995
BEL,Belgium,1996,264529.9375,10.185077,140.1015099,52.28466851,BEL-1996
BEL,Belgium,1997,275853.4375,10.201758,134.9299958,54.43362151,BEL-1997
BEL,Belgium,1998,276300,10.216867,128.172594,54.44111248,BEL-1998
BEL,Belgium,1999,286115.5625,10.237402,128.4773918,56.26205223,BEL-1999
BEL,Belgium,2000,306447.1563,10.26838,129.3865163,60.07828264,BEL-2000
BEL,Belgium,2001,308141.4375,10.311331,126.2612171,60.15880798,BEL-2001
BEL,Belgium,2002,319098.75,10.364613,112.2454949,61.9777575,BEL-2002
BEL,Belgium,2003,324598.2813,10.426169,119.3229691,62.67369532,BEL-2003
BEL,Belgium,2004,330577.8125,10.492643,135.228814,63.42385725,BEL-2004
BEL,Belgium,2005,356152.5313,10.561436,146.6471674,67.88548263,BEL-2005
BEL,Belgium,2006,343268.6563,10.632032,152.6620155,64.99526536,BEL-2006
BEL,Belgium,2007,358075.0938,10.70483,160.1089381,67.33768564,BEL-2007
BEL,Belgium,2008,393710.1563,10.779155,169.7015687,73.52850696,BEL-2008
BEL,Belgium,2009,383202.4063,10.854388,144.647813,71.07006817,BEL-2009
BEL,Belgium,2010,410931.0625,10.929978,153.2209914,75.68564729,BEL-2010
BEL,Belgium,2011,419642.5,11.005175,166.1928922,76.76201368,BEL-2011
BEL,Belgium,2012,435998.75,11.079521,164.529699,79.2187719,BEL-2012
BEL,Belgium,2013,444467.375,11.153122,148.6260075,80.22454851,BEL-2013
BEL,Belgium,2014,448496.8438,11.226322,151.4701913,80.42401353,BEL-2014
CAN,Canada,1970,401553.4688,21.4392,110.1723348,37.70497459,CAN-1970
CAN,Canada,1971,423456.125,21.790338,114.5756308,39.12085145,CAN-1971
CAN,Canada,1972,447146.3438,22.141998,115.1919384,40.65338595,CAN-1972
CAN,Canada,1973,480053.5625,22.488744,122.0560702,42.97227462,CAN-1973
CAN,Canada,1974,493423.7813,22.823272,135.716079,43.52171667,CAN-1974
CAN,Canada,1975,498721.8125,23.140609,137.0571273,43.38578156,CAN-1975
CAN,Canada,1976,528172.6875,23.43994,137.3235909,45.36106997,CAN-1976
CAN,Canada,1977,547118,23.723801,131.7098064,46.42592623,CAN-1977
CAN,Canada,1978,569958.3125,23.994948,128.0766242,47.81752847,CAN-1978
CAN,Canada,1979,593575.3125,24.257594,137.3279425,49.25972161,CAN-1979
CAN,Canada,1980,605825.0625,24.515788,129.3771918,49.74680862,CAN-1980
CAN,Canada,1981,625821.75,24.768525,138.0555468,50.86445019,CAN-1981
CAN,Canada,1982,610849,25.017501,112.7777258,49.15342533,CAN-1982
CAN,Canada,1983,632219.75,25.272656,118.3081133,50.35945471,CAN-1983
CAN,Canada,1984,676009.625,25.546736,123.1420007,53.26982937,CAN-1984
CAN,Canada,1985,693116.6875,25.848173,128.3956309,53.9809284,CAN-1985
CAN,Canada,1986,706454.3125,26.181342,131.1976016,54.31953244,CAN-1986
CAN,Canada,1987,757304.5,26.541981,133.8984663,57.43823019,CAN-1987
CAN,Canada,1988,797995.4375,26.919036,141.7990562,59.67669337,CAN-1988
CAN,Canada,1989,828115.1875,27.296517,141.3937146,61.07273379,CAN-1989
CAN,Canada,1990,834830.0625,27.66244,125.3031899,60.75351936,CAN-1990
CAN,Canada,1991,812978.75,28.014102,123.1418527,58.42064326,CAN-1991
CAN,Canada,1992,821074.3125,28.353843,116.578404,58.29541271,CAN-1992
CAN,Canada,1993,840573.8125,28.680921,122.2790926,58.999266,CAN-1993
CAN,Canada,1994,882612.8125,28.995822,124.4211363,61.27716281,CAN-1994
CAN,Canada,1995,930239.9375,29.299478,120.7914102,63.91443353,CAN-1995
CAN,Canada,1996,948945,29.590952,116.5596956,64.55738802,CAN-1996
CAN,Canada,1997,982964.5,29.871092,127.2317953,66.24461498,CAN-1997
CAN,Canada,1998,994437.625,30.145148,123.0404953,66.4085463,CAN-1998
CAN,Canada,1999,1055507.875,30.420216,119.986692,69.84945641,CAN-1999
CAN,Canada,2000,1127564.75,30.701903,120.276304,73.93329152,CAN-2000
CAN,Canada,2001,1119307.875,30.991344,115.3178731,72.70645917,CAN-2001
CAN,Canada,2002,1127791.375,31.288572,115.2161308,72.5616037,CAN-2002
CAN,Canada,2003,1184269.375,31.596593,119.9865664,75.45257903,CAN-2003
CAN,Canada,2004,1235662.5,31.918582,123.7115303,77.93277196,CAN-2004
CAN,Canada,2005,1323180.75,32.256333,128.9702669,82.57869708,CAN-2005
CAN,Canada,2006,1342065.875,32.611436,133.1988065,82.84527751,CAN-2006
CAN,Canada,2007,1384390.875,32.982275,132.5829498,84.49713151,CAN-2007
CAN,Canada,2008,1456290.5,33.363256,130.150206,87.87056822,CAN-2008
CAN,Canada,2009,1304883.375,33.746559,121.8092334,77.84057728,CAN-2009
CAN,Canada,2010,1387123.625,34.126173,129.8130973,81.82601982,CAN-2010
CAN,Canada,2011,1455815.5,34.499905,134.6605131,84.94782937,CAN-2011
CAN,Canada,2012,1470333.375,34.868151,138.1164235,84.88886825,CAN-2012
CAN,Canada,2013,1493623.5,35.230612,135.7469095,85.34631941,CAN-2013
CAN,Canada,2014,1543374.375,35.587793,129.0830505,87.30398664,CAN-2014
CHL,Chile,1970,59831.21484,9.561868,81.85369117,12.59647193,CHL-1970
CHL,Chile,1971,67709.52344,9.741579,70.98099282,13.99214337,CHL-1971
CHL,Chile,1972,67570.45313,9.916558,51.68678616,13.7170184,CHL-1972
CHL,Chile,1973,65769.67969,10.087377,48.31992594,13.12536293,CHL-1973
CHL,Chile,1974,62935.82813,10.255074,95.33585047,12.35443813,CHL-1974
CHL,Chile,1975,53067.63672,10.42059,54.67160857,10.25182738,CHL-1975
CHL,Chile,1976,55323.74609,10.584237,52.17465062,10.52242575,CHL-1976
CHL,Chile,1977,60296.87891,10.746328,55.10569729,11.29532124,CHL-1977
CHL,Chile,1978,65030.82813,10.907901,63.25436019,12.00167724,CHL-1978
CHL,Chile,1979,70472.75781,11.070198,74.55765786,12.81532796,CHL-1979
CHL,Chile,1980,74925.23438,11.23434,92.17967613,13.42593045,CHL-1980
CHL,Chile,1981,78812.75,11.400489,104.8981164,13.91671867,CHL-1981
CHL,Chile,1982,68360.78906,11.569135,53.7423364,11.89515278,CHL-1982
CHL,Chile,1983,66080.17188,11.742057,43.9640015,11.32898041,CHL-1983
CHL,Chile,1984,68532.69531,11.921407,73.86420654,11.5726853,CHL-1984
CHL,Chile,1985,68525.625,12.108576,61.8736298,11.3926244,CHL-1985
CHL,Chile,1986,71976.79688,12.304203,64.05824899,11.77613767,CHL-1986
CHL,Chile,1987,77517.32813,12.507488,77.30881634,12.47649355,CHL-1987
CHL,Chile,1988,85033.66406,12.716508,79.91671585,13.46129589,CHL-1988
CHL,Chile,1989,93023.5,12.928491,92.7418862,14.48467265,CHL-1989
CHL,Chile,1990,95236.03906,13.141202,93.75970243,14.58915302,CHL-1990
CHL,Chile,1991,102726,13.354054,91.62150672,15.48570907,CHL-1991
CHL,Chile,1992,115032.2969,13.566942,101.8981003,17.06874811,CHL-1992
CHL,Chile,1993,122582.8984,13.778676,120.7483018,17.90961475,CHL-1993
CHL,Chile,1994,133572.5625,13.987999,111.6314073,19.22319234,CHL-1994
CHL,Chile,1995,153512.1094,14.193986,131.5318979,21.77218987,CHL-1995
CHL,Chile,1996,160590.75,14.39602,134.8046308,22.45649286,CHL-1996
CHL,Chile,1997,163786.9375,14.59407,139.6216155,22.59262448,CHL-1997
CHL,Chile,1998,161947.4375,14.788609,138.4383017,22.04502523,CHL-1998
CHL,Chile,1999,154421.9688,14.980484,112.8009929,20.75138492,CHL-1999
CHL,Chile,2000,160228.5781,15.170387,122.9718258,21.26214938,CHL-2000
CHL,Chile,2001,159479.3906,15.358418,123.2697486,20.90364062,CHL-2001
CHL,Chile,2002,160707.7656,15.544554,124.3423359,20.81241338,CHL-2002
CHL,Chile,2003,170172.2656,15.729268,122.6670132,21.77930992,CHL-2003
CHL,Chile,2004,189887.8281,15.913119,116.6912472,24.02180642,CHL-2004
CHL,Chile,2005,212930.9844,16.096571,125.6451682,26.62988792,CHL-2005
CHL,Chile,2006,248138.0625,16.279728,117.2890615,30.68386679,CHL-2006
CHL,Chile,2007,268663.4375,16.462701,115.95343,32.85271929,CHL-2007
CHL,Chile,2008,262562.7188,16.64594,144.7605231,31.75327921,CHL-2008
CHL,Chile,2009,267007.875,16.829957,107.5703264,31.93779363,CHL-2009
CHL,Chile,2010,307131,17.015048,117.9748899,36.33743948,CHL-2010
CHL,Chile,2011,338956.3125,17.201305,123.740481,39.6685363,CHL-2011
CHL,Chile,2012,360905.2813,17.388437,129.2706093,41.78270353,CHL-2012
CHL,Chile,2013,368722.8438,17.575833,122.2903485,42.23261502,CHL-2013
CHL,Chile,2014,378652.625,17.762647,105.9040322,42.91381583,CHL-2014
CZE,Czech Republic,1970,,,,,CZE-1970
CZE,Czech Republic,1971,,,,,CZE-1971
CZE,Czech Republic,1972,,,,,CZE-1972
CZE,Czech Republic,1973,,,,,CZE-1973
CZE,Czech Republic,1974,,,,,CZE-1974
CZE,Czech Republic,1975,,,,,CZE-1975
CZE,Czech Republic,1976,,,,,CZE-1976
CZE,Czech Republic,1977,,,,,CZE-1977
CZE,Czech Republic,1978,,,,,CZE-1978
CZE,Czech Republic,1979,,,,,CZE-1979
CZE,Czech Republic,1980,,,,,CZE-1980
CZE,Czech Republic,1981,,,,,CZE-1981
CZE,Czech Republic,1982,,,,,CZE-1982
CZE,Czech Republic,1983,,,,,CZE-1983
CZE,Czech Republic,1984,,,,,CZE-1984
CZE,Czech Republic,1985,,,,,CZE-1985
CZE,Czech Republic,1986,,,,,CZE-1986
CZE,Czech Republic,1987,,,,,CZE-1987
CZE,Czech Republic,1988,,,,,CZE-1988
CZE,Czech Republic,1989,,,,,CZE-1989
CZE,Czech Republic,1990,215230.2656,10.323701,105.925864,41.96930428,CZE-1990
CZE,Czech Republic,1991,181660.75,10.32844,90.50404253,35.40708864,CZE-1991
CZE,Czech Republic,1992,180312.4844,10.33393,98.43452328,35.12563047,CZE-1992
CZE,Czech Republic,1993,182877.3125,10.338381,101.0601613,35.60993197,CZE-1993
CZE,Czech Republic,1994,192908.0313,10.339439,111.0566679,37.55927321,CZE-1994
CZE,Czech Republic,1995,202041.3438,10.335556,126.966546,39.35231177,CZE-1995
CZE,Czech Republic,1996,211450.25,10.326682,135.6160094,41.22030925,CZE-1996
CZE,Czech Republic,1997,204963.1406,10.313836,125.430538,40.00547137,CZE-1997
CZE,Czech Republic,1998,198359.4531,10.297977,122.6222177,38.77616288,CZE-1998
CZE,Czech Republic,1999,197539.8906,10.280525,119.1344483,38.68150487,CZE-1999
CZE,Czech Republic,2000,204454.6719,10.26301,123.3481791,40.10385608,CZE-2000
CZE,Czech Republic,2001,214686.8125,10.244261,122.0003298,42.18796524,CZE-2001
CZE,Czech Republic,2002,214005.0781,10.225198,121.7713352,42.1324,CZE-2002
CZE,Czech Republic,2003,220521.1094,10.211846,124.109027,43.47201372,CZE-2003
CZE,Czech Republic,2004,227018.125,10.212088,130.9171959,44.75173013,CZE-2004
CZE,Czech Republic,2005,240108.2969,10.230877,134.5545822,47.24524986,CZE-2005
CZE,Czech Republic,2006,245756.3906,10.271476,144.0991975,48.16547088,CZE-2006
CZE,Czech Republic,2007,269100.8438,10.330487,155.2185698,52.43944786,CZE-2007
CZE,Czech Republic,2008,270817.125,10.397984,162.7969557,52.431324,CZE-2008
CZE,Czech Republic,2009,263267.2813,10.460022,137.0457309,50.66734375,CZE-2009
CZE,Czech Republic,2010,265192.875,10.506617,135.4412237,50.81159136,CZE-2010
CZE,Czech Republic,2011,281526.3125,10.533985,139.5627666,53.80097455,CZE-2011
CZE,Czech Republic,2012,285324.3438,10.545161,138.0939555,54.46900708,CZE-2012
CZE,Czech Republic,2013,293078.0938,10.545314,125.4042364,55.94840223,CZE-2013
CZE,Czech Republic,2014,307704.0313,10.542666,125.3526697,58.75523727,CZE-2014
DNK,Denmark,1970,88582.28125,4.930118,147.307531,36.17040675,DNK-1970
DNK,Denmark,1971,90858.50781,4.960476,144.6217781,36.87279794,DNK-1971
DNK,Denmark,1972,94624.58594,4.989146,148.9841485,38.18050121,DNK-1972
DNK,Denmark,1973,98851.15625,5.015766,160.1364977,39.6742141,DNK-1973
DNK,Denmark,1974,97179.57031,5.03992,157.6637614,38.81639314,DNK-1974
DNK,Denmark,1975,95539.70313,5.061289,138.0362905,38.00026257,DNK-1975
DNK,Denmark,1976,101868.7891,5.079962,156.8725717,40.36867792,DNK-1976
DNK,Denmark,1977,104063.7734,5.095956,148.8483933,41.10907893,DNK-1977
DNK,Denmark,1978,106752.125,5.108836,142.7781747,42.06475982,DNK-1978
DNK,Denmark,1979,110976.3672,5.118065,144.2893319,43.6504327,DNK-1979
DNK,Denmark,1980,109436.2578,5.123435,129.6072298,42.99954393,DNK-1980
DNK,Denmark,1981,105202.7109,5.124807,111.5605838,41.32503811,DNK-1981
DNK,Denmark,1982,106817.9297,5.12281,119.9459079,41.97587463,DNK-1982
DNK,Denmark,1983,107688.3359,5.118966,116.7537003,42.34969307,DNK-1983
DNK,Denmark,1984,109885.625,5.115308,130.5376825,43.24470517,DNK-1984
DNK,Denmark,1985,111590.7891,5.113408,137.7188528,43.93207823,DNK-1985
DNK,Denmark,1986,121172.6172,5.113767,149.0777801,47.70099062,DNK-1986
DNK,Denmark,1987,124956.6563,5.116351,139.5256159,49.16577742,DNK-1987
DNK,Denmark,1988,125574.6484,5.121511,133.7288169,49.35915398,DNK-1988
DNK,Denmark,1989,126865.6328,5.129472,135.1644439,49.78920282,DNK-1989
DNK,Denmark,1990,131056.1406,5.140332,126.8152494,51.32512916,DNK-1990
DNK,Denmark,1991,132006.3594,5.154309,120.7933858,51.55707248,DNK-1991
DNK,Denmark,1992,137915.2969,5.171304,119.6238002,53.68787517,DNK-1992
DNK,Denmark,1993,137288.75,5.190631,111.2499028,53.24497665,DNK-1993
DNK,Denmark,1994,144507.9063,5.211321,117.609489,55.82228761,DNK-1994
DNK,Denmark,1995,150848.8125,5.232582,129.5770355,58.03496128,DNK-1995
DNK,Denmark,1996,156407.4375,5.254383,122.9792779,59.92382418,DNK-1996
DNK,Denmark,1997,164091.1875,5.276683,128.8415272,62.60198436,DNK-1997
DNK,Denmark,1998,169237.75,5.29868,124.6036036,64.2973978,DNK-1998
DNK,Denmark,1999,175906.0469,5.31941,112.4620858,66.57039744,DNK-1999
DNK,Denmark,2000,186918.9844,5.338283,118.4385769,70.48807746,DNK-2000
DNK,Denmark,2001,186784,5.354704,118.0511669,70.22116805,DNK-2001
DNK,Denmark,2002,188516.75,5.369058,115.167243,70.6831173,DNK-2002
DNK,Denmark,2003,186772.6875,5.382953,118.0947411,69.84842638,DNK-2003
DNK,Denmark,2004,194796.2969,5.398645,128.0736493,72.63731335,DNK-2004
DNK,Denmark,2005,204319.7813,5.417692,131.9686918,75.92065563,DNK-2005
DNK,Denmark,2006,211116.2344,5.440696,143.5115515,78.11438482,DNK-2006
DNK,Denmark,2007,217667.8438,5.466988,147.3174475,80.15119482,DNK-2007
DNK,Denmark,2008,231117.5156,5.495302,144.8311683,84.66523967,DNK-2008
DNK,Denmark,2009,222058.0313,5.523755,119.4345022,80.9274626,DNK-2009
DNK,Denmark,2010,234612.8125,5.550959,119.3870943,85.08393212,DNK-2010
DNK,Denmark,2011,243004.7656,5.576577,122.0987937,87.72248659,DNK-2011
DNK,Denmark,2012,246023.4844,5.600972,122.3887385,88.42539525,DNK-2012
DNK,Denmark,2013,248053.9688,5.624293,117.6024293,88.78550902,DNK-2013
DNK,Denmark,2014,250851.7344,5.646899,118.743915,89.42746795,DNK-2014
EST,Estonia,1970,,,,,EST-1970
EST,Estonia,1971,,,,,EST-1971
EST,Estonia,1972,,,,,EST-1972
EST,Estonia,1973,,,,,EST-1973
EST,Estonia,1974,,,,,EST-1974
EST,Estonia,1975,,,,,EST-1975
EST,Estonia,1976,,,,,EST-1976
EST,Estonia,1977,,,,,EST-1977
EST,Estonia,1978,,,,,EST-1978
EST,Estonia,1979,,,,,EST-1979
EST,Estonia,1980,,,,,EST-1980
EST,Estonia,1981,,,,,EST-1981
EST,Estonia,1982,,,,,EST-1982
EST,Estonia,1983,,,,,EST-1983
EST,Estonia,1984,,,,,EST-1984
EST,Estonia,1985,,,,,EST-1985
EST,Estonia,1986,,,,,EST-1986
EST,Estonia,1987,,,,,EST-1987
EST,Estonia,1988,,,,,EST-1988
EST,Estonia,1989,,,,,EST-1989
EST,Estonia,1990,18450.84375,1.56532,136.0723402,23.72886377,EST-1990
EST,Estonia,1991,18977.18359,1.548287,106.6021603,24.67426007,EST-1991
EST,Estonia,1992,14263.16797,1.520879,94.07961198,18.87926922,EST-1992
EST,Estonia,1993,13488.50195,1.48812,89.01029163,18.24692184,EST-1993
EST,Estonia,1994,13020.17188,1.457145,88.110803,17.98778936,EST-1994
EST,Estonia,1995,14089.92969,1.433076,83.89810772,19.79262741,EST-1995
EST,Estonia,1996,12912.6582,1.417786,92.09692339,18.33448933,EST-1996
EST,Estonia,1997,13430.91797,1.409718,105.0891755,19.17950074,EST-1997
EST,Estonia,1998,14355.01367,1.406388,113.6382584,20.54765686,EST-1998
EST,Estonia,1999,14893.9248,1.403821,91.48424172,21.35803374,EST-1999
EST,Estonia,2000,16401.39453,1.399145,96.68452917,23.59836407,EST-2000
EST,Estonia,2001,17232.45508,1.391754,106.9669617,24.92576655,EST-2001
EST,Estonia,2002,18260.47266,1.382735,116.6632139,26.58501472,EST-2002
EST,Estonia,2003,19065.42578,1.37289,137.9552105,27.95597305,EST-2003
EST,Estonia,2004,19983.98633,1.363549,147.0749473,29.50361424,EST-2004
EST,Estonia,2005,22962.47266,1.355662,152.7198577,34.09817032,EST-2005
EST,Estonia,2006,24588.35156,1.349369,187.0873474,36.68280453,EST-2006
EST,Estonia,2007,27436.10742,1.344233,195.1971944,41.08769592,EST-2007
EST,Estonia,2008,28050.53125,1.339941,164.1914063,42.14239962,EST-2008
EST,Estonia,2009,25151.43359,1.336013,111.6601285,37.8979664,EST-2009
EST,Estonia,2010,26112.02148,1.332089,114.406995,39.46127366,EST-2010
EST,Estonia,2011,29213.87109,1.328068,142.3667204,44.28255211,EST-2011
