countrycode,country,year,rgdpo,pop,csh_i,ave_income,key
SWE,Sweden,1971,143105.5781,8.090044,162.0390682,35.60979922,SWE-1971
SWE,Sweden,1972,146729.2031,8.12156,154.6408705,36.36980294,SWE-1972
SWE,Sweden,1973,153195.6875,8.146472,152.5542047,37.85653121,SWE-1973
SWE,Sweden,1974,156731.5625,8.169141,170.6749296,38.62281442,SWE-1974
SWE,Sweden,1975,159605.0313,8.192693,181.6886227,39.21784654,SWE-1975
SWE,Sweden,1976,160661.4844,8.21863,175.4243032,39.3528502,SWE-1976
SWE,Sweden,1977,156860.8438,8.245975,152.5149671,38.29449787,SWE-1977
SWE,Sweden,1978,160568.9375,8.272499,130.3278186,39.07407057,SWE-1978
SWE,Sweden,1979,165688.2031,8.294832,144.9432417,40.21127464,SWE-1979
SWE,Sweden,1980,166880.1719,8.310915,158.2555663,40.42218116,SWE-1980
SWE,Sweden,1981,169698.4219,8.31981,136.505004,41.06087893,SWE-1981
SWE,Sweden,1982,171565.4063,8.323466,135.5025146,41.49438761,SWE-1982
SWE,Sweden,1983,175862.6563,8.326196,130.4572833,42.51976395,SWE-1983
SWE,Sweden,1984,184659.7969,8.333904,136.7721336,44.60542754,SWE-1984
SWE,Sweden,1985,188284.3906,8.350814,147.2382472,45.38886812,SWE-1985
SWE,Sweden,1986,202341.6406,8.377863,140.0133547,48.62010126,SWE-1986
SWE,Sweden,1987,212168.9063,8.413658,146.9211347,50.76457202,SWE-1987
SWE,Sweden,1988,221822.1875,8.457108,152.9156463,52.80158426,SWE-1988
SWE,Sweden,1989,228394.8906,8.506236,167.8321524,54.05212875,SWE-1989
SWE,Sweden,1990,232926.0938,8.559107,166.2138505,54.7839742,SWE-1990
SWE,Sweden,1991,231341.0938,8.616535,147.8421741,54.04854093,SWE-1991
SWE,Sweden,1992,229699.6563,8.677787,142.9035099,53.28625584,SWE-1992
SWE,Sweden,1993,224128.6719,8.7375,127.6295881,51.63855432,SWE-1993
SWE,Sweden,1994,238255.5625,8.788696,136.9389562,54.57358104,SWE-1994
SWE,Sweden,1995,255998.1094,8.82672,141.0147192,58.3849959,SWE-1995
SWE,Sweden,1996,264109.2813,8.84942,136.3543888,60.08038433,SWE-1996
SWE,Sweden,1997,272670.5625,8.859106,128.3157497,61.96011315,SWE-1997
SWE,Sweden,1998,283372.8438,8.861204,126.333742,64.37679328,SWE-1998
SWE,Sweden,1999,297953.2188,8.863595,125.5178196,67.67091113,SWE-1999
SWE,Sweden,2000,319694.1875,8.872284,123.8636255,72.53759485,SWE-2000
SWE,Sweden,2001,313802.4063,8.888675,123.0712001,71.06947194,SWE-2001
SWE,Sweden,2002,316276.375,8.911899,113.5021625,71.44310855,SWE-2002
SWE,Sweden,2003,324676.5938,8.942926,117.6027104,73.08616773,SWE-2003
SWE,Sweden,2004,340270.9063,8.982282,113.6841564,76.26090914,SWE-2004
SWE,Sweden,2005,338865.0313,9.030163,116.7013564,75.5431363,SWE-2005
SWE,Sweden,2006,349553,9.087251,124.8888198,77.43625764,SWE-2006
SWE,Sweden,2007,374523.125,9.153316,136.5831241,82.36904466,SWE-2007
SWE,Sweden,2008,384315.5938,9.226333,135.0917561,83.85379599,SWE-2008
SWE,Sweden,2009,358494.9688,9.303432,112.5334198,77.57177402,SWE-2009
SWE,Sweden,2010,376936.625,9.382297,128.4797012,80.87662269,SWE-2010
SWE,Sweden,2011,398176.4063,9.462352,134.4991814,84.71108982,SWE-2011
SWE,Sweden,2012,407294.3125,9.543457,129.6500934,85.91450076,SWE-2012
SWE,Sweden,2013,408348.2813,9.624247,132.670735,85.41375558,SWE-2013
SWE,Sweden,2014,413410.4688,9.703247,137.0357251,85.76858193,SWE-2014
CHE,Switzerland,1970,163626.7656,6.169357,201.6422196,53.39225825,CHE-1970
CHE,Switzerland,1971,170321.5781,6.221634,204.9480477,55.10982848,CHE-1971
CHE,Switzerland,1972,175936.8281,6.270112,200.0178647,56.48658321,CHE-1972
CHE,Switzerland,1973,181320.1406,6.311468,202.4692429,57.83350437,CHE-1973
CHE,Switzerland,1974,184032.0469,6.341051,213.0948675,58.42464157,CHE-1974
CHE,Switzerland,1975,168555.8125,6.356178,170.3924221,53.38405126,CHE-1975
CHE,Switzerland,1976,167105,6.355245,161.4648469,52.9323278,CHE-1976
CHE,Switzerland,1977,170790.9375,6.341216,157.804712,54.21957661,CHE-1977
CHE,Switzerland,1978,173297.0156,6.321583,167.6318647,55.18602146,CHE-1978
CHE,Switzerland,1979,178726.3906,6.306578,184.2021799,57.05040865,CHE-1979
CHE,Switzerland,1980,186692.7188,6.303608,203.7169412,59.62138063,CHE-1980
CHE,Switzerland,1981,188825.8594,6.315799,188.003399,60.18621276,CHE-1981
CHE,Switzerland,1982,186113.6094,6.341369,181.0384273,59.08251212,CHE-1982
CHE,Switzerland,1983,187297.2813,6.376791,182.3302625,59.12799282,CHE-1983
CHE,Switzerland,1984,193460.7813,6.416275,189.6949509,60.69792074,CHE-1984
CHE,Switzerland,1985,198575.4688,6.45568,185.229772,61.92235259,CHE-1985
CHE,Switzerland,1986,209875.3281,6.493442,190.4661444,65.06542466,CHE-1986
CHE,Switzerland,1987,215439.6719,6.53116,192.677909,66.40475857,CHE-1987
CHE,Switzerland,1988,219900.2188,6.571461,194.2855832,67.36395436,CHE-1988
CHE,Switzerland,1989,226807,6.618268,195.6996899,68.98838064,CHE-1989
CHE,Switzerland,1990,238674.4844,6.67392,194.1838112,71.9927632,CHE-1990
CHE,Switzerland,1991,236716.1563,6.739995,181.3468814,70.70207701,CHE-1991
CHE,Switzerland,1992,237985.5313,6.814186,165.4701426,70.30729943,CHE-1992
CHE,Switzerland,1993,242554.5469,6.8903,162.8804782,70.86554562,CHE-1993
CHE,Switzerland,1994,249963.7188,6.95986,165.1379332,72.30033669,CHE-1994
CHE,Switzerland,1995,254376.1406,7.017042,163.995189,72.97702321,CHE-1995
CHE,Switzerland,1996,258059.9531,7.059633,162.157595,73.58720973,CHE-1996
CHE,Switzerland,1997,268559.2188,7.090176,148.9600083,76.25123732,CHE-1997
CHE,Switzerland,1998,275950.4375,7.113505,148.4308561,78.09285348,CHE-1998
CHE,Switzerland,1999,280903.375,7.136813,144.5868474,79.23489486,CHE-1999
CHE,Switzerland,2000,286722.7188,7.165581,141.8161958,80.5516689,CHE-2000
CHE,Switzerland,2001,285999.75,7.200945,138.0683497,79.95396503,CHE-2001
CHE,Switzerland,2002,290309.7813,7.242034,125.0350392,80.69840582,CHE-2002
CHE,Switzerland,2003,292026.0625,7.289901,126.1884696,80.64247134,CHE-2003
CHE,Switzerland,2004,302910.3125,7.345299,118.2461783,83.01726592,CHE-2004
CHE,Switzerland,2005,323277.4688,7.408608,137.3610376,87.84209136,CHE-2005
CHE,Switzerland,2006,341755.5,7.480317,148.1726814,91.97278895,CHE-2006
CHE,Switzerland,2007,378747.8125,7.560141,143.6781228,100.8518999,CHE-2007
CHE,Switzerland,2008,414597.5313,7.646542,146.0724579,109.1504372,CHE-2008
CHE,Switzerland,2009,410140.8438,7.737316,150.620981,106.7103471,CHE-2009
CHE,Switzerland,2010,421463.0625,7.830534,138.7589811,108.3507658,CHE-2010
CHE,Switzerland,2011,465142.7813,7.925813,156.1349472,118.1425418,CHE-2011
CHE,Switzerland,2012,489942.7813,8.022628,142.555493,122.9398148,CHE-2012
CHE,Switzerland,2013,503636.3125,8.118719,128.0612457,124.8801385,CHE-2013
CHE,Switzerland,2014,514334.2188,8.211383,132.1286319,126.0935744,CHE-2014
TUR,Turkey,1970,225645.9531,34.772031,130.8423621,13.06355377,TUR-1970
TUR,Turkey,1971,233090.7656,35.608079,117.1091768,13.17772286,TUR-1971
TUR,Turkey,1972,253391.2656,36.475356,124.88694,13.98478995,TUR-1972
TUR,Turkey,1973,267355.7813,37.366922,135.6704472,14.40343578,TUR-1973
TUR,Turkey,1974,300323.3125,38.272701,198.6652118,15.79660575,TUR-1974
TUR,Turkey,1975,322982.75,39.185637,195.0212987,16.59266951,TUR-1975
TUR,Turkey,1976,357960.8125,40.100696,192.2611262,17.96997285,TUR-1976
TUR,Turkey,1977,353070.0313,41.020211,142.6988558,17.32713712,TUR-1977
TUR,Turkey,1978,339128.4688,41.953105,114.0925539,16.27286368,TUR-1978
TUR,Turkey,1979,335951.75,42.91235,116.1159085,15.76008138,TUR-1979
TUR,Turkey,1980,331020.6875,43.90579,117.3787632,15.17739324,TUR-1980
TUR,Turkey,1981,368117.4063,44.936836,144.5265925,16.49102724,TUR-1981
TUR,Turkey,1982,367733.9688,45.99794,126.9580058,16.09382271,TUR-1982
TUR,Turkey,1983,385593.9375,47.072603,117.4499561,16.49019643,TUR-1983
TUR,Turkey,1984,408700.6875,48.138191,110.4623913,17.09147125,TUR-1984
TUR,Turkey,1985,431159.1563,49.178079,120.4655872,17.64939811,TUR-1985
TUR,Turkey,1986,458824.0313,50.187091,114.3776073,18.40424387,TUR-1986
TUR,Turkey,1987,506245.125,51.168841,137.9893267,19.91677973,TUR-1987
TUR,Turkey,1988,515022.0625,52.126497,115.1232098,19.88983313,TUR-1988
TUR,Turkey,1989,508917.75,53.066569,116.7276207,19.30591702,TUR-1989
TUR,Turkey,1990,546841.6875,53.994605,117.5874948,20.38802196,TUR-1990
TUR,Turkey,1991,529921.1875,54.909508,103.9716453,19.42797687,TUR-1991
TUR,Turkey,1992,553209.375,55.811134,107.5318735,19.95411775,TUR-1992
TUR,Turkey,1993,606535.5625,56.707454,122.3957173,21.53178163,TUR-1993
TUR,Turkey,1994,570614.375,57.608769,84.49794974,19.93966967,TUR-1994
TUR,Turkey,1995,611275.125,58.52232,96.70924698,21.02708328,TUR-1995
TUR,Turkey,1996,687469.25,59.451488,88.20733503,23.27846797,TUR-1996
TUR,Turkey,1997,718617.5,60.394104,93.47813453,23.95339592,TUR-1997
TUR,Turkey,1998,701149.6875,61.344874,93.08055635,23.00892414,TUR-1998
TUR,Turkey,1999,670118,62.295617,86.74011518,21.65497259,TUR-1999
TUR,Turkey,2000,746999.1875,63.240157,88.8451934,23.77886034,TUR-2000
TUR,Turkey,2001,720375.9375,64.182694,56.74485015,22.59462313,TUR-2001
TUR,Turkey,2002,715553.375,65.125766,60.26167794,22.1183658,TUR-2002
TUR,Turkey,2003,682069.4375,66.060121,71.27539342,20.78514561,TUR-2003
TUR,Turkey,2004,772992.625,66.973561,81.10854751,23.23463239,TUR-2004
TUR,Turkey,2005,851063.6875,67.860617,91.8817757,25.24690251,TUR-2005
TUR,Turkey,2006,938834.9375,68.704721,111.7842424,27.50847462,TUR-2006
TUR,Turkey,2007,1005585.563,69.515492,120.085304,29.12066411,TUR-2007
TUR,Turkey,2008,1079566.25,70.344357,113.2596623,30.89469278,TUR-2008
TUR,Turkey,2009,1055669.625,71.261307,75.7889789,29.82209082,TUR-2009
TUR,Turkey,2010,1173178,72.310416,101.0478397,32.66080589,TUR-2010
TUR,Turkey,2011,1317385.5,73.517002,113.8873376,36.07355445,TUR-2011
TUR,Turkey,2012,1398700.75,74.849187,104.3561613,37.61850797,TUR-2012
TUR,Turkey,2013,1456237.375,76.223639,106.1558274,38.45973973,TUR-2013
TUR,Turkey,2014,1525255.125,77.523788,105.245889,39.60694579,TUR-2014
GBR,United Kingdom,1970,839567.875,55.611401,130.4260084,30.39175801,GBR-1970
GBR,United Kingdom,1971,851900.9375,55.785325,123.6549679,30.74206064,GBR-1971
GBR,United Kingdom,1972,877802.8125,55.927492,114.0400476,31.59624479,GBR-1972
GBR,United Kingdom,1973,939683.8125,56.039166,124.3045634,33.75622931,GBR-1973
GBR,United Kingdom,1974,911077.9375,56.122405,118.0813388,32.68007938,GBR-1974
GBR,United Kingdom,1975,891427.6875,56.179925,103.8610737,31.94249314,GBR-1975
GBR,United Kingdom,1976,938050.1875,56.212943,111.9222251,33.59337188,GBR-1976
GBR,United Kingdom,1977,984904.3125,56.224944,109.3755728,35.26377922,GBR-1977
GBR,United Kingdom,1978,1052226.125,56.223974,106.7860043,37.67483749,GBR-1978
GBR,United Kingdom,1979,1112633.5,56.220089,104.7033494,39.84046965,GBR-1979
GBR,United Kingdom,1980,1126705,56.221513,89.10048206,40.34331107,GBR-1980
GBR,United Kingdom,1981,1102554.875,56.23102,83.67030464,39.47190607,GBR-1981
GBR,United Kingdom,1982,1105770.625,56.250124,93.98623213,39.57358642,GBR-1982
GBR,United Kingdom,1983,1131237.625,56.283959,101.0858709,40.46066809,GBR-1983
GBR,United Kingdom,1984,1145577.875,56.337848,107.5616158,40.93437934,GBR-1984
GBR,United Kingdom,1985,1164636.375,56.415196,107.9767334,41.55833075,GBR-1985
GBR,United Kingdom,1986,1191488.25,56.519444,107.4695685,42.4380802,GBR-1986
GBR,United Kingdom,1987,1259506.125,56.649375,111.1706355,44.75782844,GBR-1987
GBR,United Kingdom,1988,1319108.375,56.797704,124.0632179,46.75343711,GBR-1988
GBR,United Kingdom,1989,1353619.75,56.953861,122.3217049,47.84508799,GBR-1989
GBR,United Kingdom,1990,1385561.75,57.110117,107.587466,48.84011546,GBR-1990
GBR,United Kingdom,1991,1363586.625,57.2646,100.5150317,47.9358406,GBR-1991
GBR,United Kingdom,1992,1376120.375,57.419469,104.5783325,48.24597633,GBR-1992
GBR,United Kingdom,1993,1427749.75,57.575969,105.9329833,49.92001224,GBR-1993
GBR,United Kingdom,1994,1478346.875,57.736667,108.8262173,51.5452303,GBR-1994
GBR,United Kingdom,1995,1554253.625,57.90379,120.1385141,54.03544651,GBR-1995
GBR,United Kingdom,1996,1641439,58.079322,115.5331027,56.894077,GBR-1996
GBR,United Kingdom,1997,1756576.875,58.263858,107.4444211,60.69204467,GBR-1997
GBR,United Kingdom,1998,1813215.375,58.456989,107.7473689,62.44199889,GBR-1998
GBR,United Kingdom,1999,1884668.25,58.657794,101.3730111,64.68045026,GBR-1999
GBR,United Kingdom,2000,2024304.75,58.867004,99.79921615,69.22577193,GBR-2000
GBR,United Kingdom,2001,2079137.75,59.080221,97.2837936,70.84431392,GBR-2001
GBR,United Kingdom,2002,2086833.25,59.301235,95.14601258,70.84151756,GBR-2002
GBR,United Kingdom,2003,2092083.5,59.548421,94.93947863,70.7249437,GBR-2003
GBR,United Kingdom,2004,2153446.25,59.846226,97.71372692,72.43710985,GBR-2004
GBR,United Kingdom,2005,2271498,60.210012,102.707022,75.94645227,GBR-2005
GBR,United Kingdom,2006,2302793,60.64885,103.9151201,76.43568756,GBR-2006
GBR,United Kingdom,2007,2303310,61.15182,108.8589052,75.82402811,GBR-2007
GBR,United Kingdom,2008,2323823,61.68962,104.3466075,75.83239929,GBR-2008
GBR,United Kingdom,2009,2191216,62.221164,89.06588459,70.89423251,GBR-2009
GBR,United Kingdom,2010,2177449.75,62.716684,106.6788228,69.89223036,GBR-2010
GBR,United Kingdom,2011,2208982.75,63.164949,103.9351531,70.40119336,GBR-2011
GBR,United Kingdom,2012,2287097.25,63.573766,109.490858,72.42200414,GBR-2012
GBR,United Kingdom,2013,2437409,63.955654,113.6305471,76.72083349,GBR-2013
GBR,United Kingdom,2014,2493278.5,64.331348,116.416821,78.02108519,GBR-2014
USA,United States,1970,4896409.5,209.485807,117.6007933,47.05296269,USA-1970
USA,United States,1971,5059147.5,211.357912,121.5345335,48.18619989,USA-1971
USA,United States,1972,5334608,213.219515,124.9277465,50.36622567,USA-1972
USA,United States,1973,5664941.5,215.0929,130.2933616,53.01920369,USA-1973
USA,United States,1974,5613541,217.001865,129.0234322,52.07595929,USA-1974
USA,United States,1975,5582413.5,218.963561,115.7993214,51.32323243,USA-1975
USA,United States,1976,5903297,220.993166,125.1366191,53.77490304,USA-1976
USA,United States,1977,6184753,223.090871,130.8739027,55.80902137,USA-1977
USA,United States,1978,6544451,225.239456,137.1680614,58.49147818,USA-1978
USA,United States,1979,6763056,227.411604,136.4575227,59.86792534,USA-1979
USA,United States,1980,6724476,229.588208,126.3792258,58.96206916,USA-1980
USA,United States,1981,6901233.5,231.765783,131.7176658,59.94338298,USA-1981
USA,United States,1982,6731911,233.953874,121.4665226,57.92579073,USA-1982
USA,United States,1983,7040408,236.161961,124.7395957,60.01388305,USA-1983
USA,United States,1984,7580414,238.404223,141.8105713,64.00926306,USA-1984
USA,United States,1985,7860198.5,240.691557,138.4339204,65.74102993,USA-1985
USA,United States,1986,8117222,243.032017,134.8216665,67.23691501,USA-1986
USA,United States,1987,8401659,245.425409,134.203057,68.91430388,USA-1987
USA,United States,1988,8747260,247.865202,130.0284674,71.04284119,USA-1988
USA,United States,1989,9055775,250.340795,127.1927946,72.82120191,USA-1989
USA,United States,1990,9203558,252.84781,117.9531102,73.27577212,USA-1990
USA,United States,1991,9171585,255.36716,113.2930907,72.30081536,USA-1991
USA,United States,1992,9509170,257.908206,116.3423349,74.22347738,USA-1992
USA,United States,1993,9786068,260.52742,120.0938,75.61685956,USA-1993
USA,United States,1994,10205495,263.301323,121.6868954,78.02699458,USA-1994
USA,United States,1995,10501270,266.275528,118.4151394,79.39157479,USA-1995
USA,United States,1996,10926444,269.483224,119.1376452,81.62269987,USA-1996
USA,United States,1997,11437019,272.882865,123.9457788,84.37240385,USA-1997
USA,United States,1998,11956923,276.354096,126.6658773,87.09984313,USA-1998
USA,United States,1999,12510232,279.730801,130.4309375,90.03034637,USA-1999
USA,United States,2000,13031820,282.895741,135.1856246,92.73475091,USA-2000
USA,United States,2001,13127311,285.796198,129.6517809,92.46623477,USA-2001
USA,United States,2002,13309916,288.470847,130.4195997,92.88321324,USA-2002
USA,United States,2003,13679334,291.005482,130.3542681,94.62973621,USA-2003
USA,United States,2004,14204685,293.530886,133.9643606,97.41854708,USA-2004
USA,United States,2005,14683344,296.139635,135.8212407,99.81418913,USA-2005
USA,United States,2006,15083465,298.860519,133.0014196,101.6006344,USA-2006
USA,United States,2007,15359941,301.655953,125.024279,102.5041606,USA-2007
USA,United States,2008,15305872,304.473143,115.2730483,101.1982338,USA-2008
USA,United States,2009,14844276,307.231961,96.25207242,97.26497376,USA-2009
USA,United States,2010,15250698,309.87617,100.0640289,99.07529812,USA-2010
USA,United States,2011,15517930,312.390368,100,100,USA-2011
USA,United States,2012,15899255,314.799465,103.2734059,101.6732335,USA-2012
USA,United States,2013,16183547,317.135919,102.1768706,102.728779,USA-2013
USA,United States,2014,16598099,319.448634,103.2155562,104.5974656,USA-2014
